Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
4,2,1,560,1,8,15129.0,9,5,9,40,19,0
4,2,1,1125,1,5,13029.0,9,5,9,40,4,25
3,2,1,315,0,8,6582.0,15,6,7,15,12,30
6,2,1,465,0,5,5797.0,27,6,17,45,1,30
4,3,0,870,0,8,12692.0,12,6,20,25,10,55
8,1,4,135,4,7,3332.0,27,3,8,20,10,35
1,3,0,1195,1,8,10151.0,9,6,12,0,7,55
3,2,1,325,0,8,5046.0,6,4,2,0,7,25
1,2,1,1010,0,8,8907.0,15,6,6,10,23,0
1,0,2,170,4,8,5228.0,6,5,21,5,23,55
3,2,1,275,0,8,13753.0,3,3,5,35,10,10
4,0,5,745,0,5,11087.0,9,3,8,55,21,20
4,3,0,570,0,8,14781.0,18,5,14,5,23,35
3,3,0,155,4,8,5224.0,6,5,11,30,14,5
4,0,2,175,4,5,3702.0,6,5,15,15,18,10
3,4,3,85,4,8,2754.0,18,3,19,5,20,30
0,0,2,165,4,8,3383.0,24,5,11,10,13,55
1,0,2,170,4,8,5228.0,15,4,13,20,16,10
3,2,1,305,0,8,5054.0,27,5,20,25,1,30
4,0,5,615,0,8,13555.0,18,3,8,55,19,10
6,2,1,510,0,8,7408.0,1,6,17,0,1,30
3,3,0,150,4,8,5224.0,24,5,14,25,16,55
3,0,5,295,0,8,9694.0,1,3,12,10,17,5
3,2,1,505,0,8,7318.0,21,3,17,10,1,35
3,2,1,275,0,8,5054.0,21,5,7,35,12,10
4,0,2,185,4,5,4030.0,1,5,18,55,22,0
4,0,5,625,0,8,16736.0,6,3,8,0,18,25
1,4,3,75,4,8,2050.0,18,3,19,30,20,45
1,4,3,795,1,8,9977.0,12,3,1,35,14,50
4,2,1,1375,1,5,10368.0,6,6,5,30,4,25
3,2,1,355,0,8,6755.0,9,3,7,45,13,40
4,0,2,175,4,5,3502.0,15,5,15,15,18,10
1,0,2,165,4,8,6961.0,24,6,10,0,12,45
4,0,2,175,4,5,4544.0,9,4,15,50,18,45
8,3,0,150,4,7,3841.0,18,5,14,55,17,25
4,4,3,1590,1,8,24115.0,6,3,14,20,16,50
10,3,0,1555,0,8,9502.0,24,5,7,10,9,5
1,4,3,80,4,8,3100.0,1,4,6,20,7,40
8,0,2,160,4,7,4319.0,15,4,5,55,8,35
3,4,3,95,4,8,2227.0,1,5,20,5,21,40
8,3,0,140,4,8,5831.0,24,3,22,20,0,40
3,3,0,160,4,8,4804.0,9,6,21,25,0,5
3,2,1,275,0,8,5458.0,6,6,7,35,12,10
4,0,2,185,4,5,7229.0,9,6,18,55,22,0
4,3,0,910,0,8,14571.0,6,6,18,55,10,5
8,0,2,175,4,7,3919.0,9,6,21,10,0,5
6,2,1,545,0,8,6916.0,9,3,7,5,16,10
4,2,1,925,0,5,6960.0,27,3,13,0,4,25
4,0,5,280,0,8,16757.0,6,3,9,45,14,25
3,2,1,575,0,8,14871.0,6,3,16,0,1,35
3,2,1,275,0,8,5054.0,12,6,7,35,12,10
1,2,1,1855,1,8,12488.0,3,6,12,20,19,15
3,0,2,175,4,8,4823.0,15,4,18,25,21,20
1,2,1,2240,1,8,14483.0,9,3,5,55,19,15
1,2,1,1560,1,8,11989.0,24,6,17,15,19,15
4,2,1,1210,0,8,16079.0,21,5,22,50,19,0
4,3,0,1520,0,8,13067.0,6,5,9,35,10,55
3,2,1,665,0,8,6818.0,12,6,5,5,16,10
4,3,0,1430,0,8,13941.0,12,5,8,25,8,15
6,2,1,600,0,8,12927.0,24,6,9,0,19,0
3,3,0,155,4,8,4804.0,15,5,22,15,0,50
4,2,1,1235,0,5,5406.0,1,4,16,0,12,35
3,2,1,890,0,8,7318.0,21,3,10,45,1,35
3,1,4,140,4,8,3384.0,21,3,7,55,10,15
0,2,1,590,0,8,11410.0,3,6,20,45,6,35
4,0,5,450,0,5,9134.0,15,3,5,45,13,15
4,0,5,435,0,5,7832.0,21,3,14,5,21,20
4,0,5,1365,0,8,14815.0,6,3,8,55,7,40
3,0,2,170,4,8,4591.0,3,6,23,30,2,20
4,2,1,1210,0,5,12373.0,9,5,22,50,19,0
0,0,5,170,4,8,4284.0,9,3,5,50,8,40
4,3,0,1375,0,8,13941.0,18,5,5,45,4,40
4,2,1,1525,0,8,16289.0,9,3,17,25,18,50
3,2,1,305,0,8,9165.0,24,6,23,30,4,35
4,0,2,165,4,8,8016.0,21,6,6,0,8,45
0,3,0,720,0,8,5192.0,1,4,22,40,10,40
4,3,0,665,0,8,14939.0,9,6,21,10,8,15
4,0,5,1310,0,8,25735.0,1,3,11,40,9,30
6,2,1,540,0,8,14502.0,3,6,10,0,19,0
4,0,5,810,0,8,13817.0,12,3,22,55,12,25
4,3,0,505,0,8,14151.0,24,5,9,35,18,0
6,2,1,510,0,8,15077.0,6,3,10,45,19,15
6,2,1,600,0,8,12192.0,12,6,9,0,19,0
8,4,3,90,4,7,1965.0,21,5,13,15,14,45
3,1,4,140,4,8,3850.0,18,5,7,55,10,15
3,4,3,90,4,8,3175.0,1,6,16,55,18,25
4,0,2,185,4,8,7229.0,21,5,18,55,22,0
4,2,1,1425,0,8,16079.0,27,5,19,15,19,0
3,4,3,90,4,8,4392.0,27,3,9,10,10,40
4,0,5,365,0,8,54826.0,18,3,18,40,0,45
4,2,1,560,1,5,10368.0,15,6,9,40,19,0
4,2,1,1210,0,5,12898.0,27,5,22,50,19,0
1,3,0,1185,1,8,14960.0,1,5,16,45,12,30
3,2,1,835,0,8,6442.0,27,5,8,35,22,30
8,1,4,135,4,8,3597.0,21,5,8,20,10,35
4,2,1,440,1,8,18804.0,6,6,11,40,19,0
10,2,1,190,4,8,6111.0,15,3,6,0,9,10
3,2,1,195,4,8,6015.0,9,6,21,5,0,20
1,0,2,170,4,8,6121.0,18,5,13,20,16,10
4,3,0,435,0,5,6287.0,24,5,10,20,17,35
4,0,2,175,4,8,7229.0,9,5,15,15,18,10
3,2,1,455,0,8,6442.0,12,6,8,35,16,10
4,0,2,175,4,5,4544.0,27,4,15,15,18,10
1,3,0,1700,1,8,11542.0,12,6,9,25,13,45
4,2,1,520,0,8,16079.0,21,5,19,45,4,25
6,2,1,545,0,8,6076.0,27,3,7,5,16,10
1,3,0,920,1,8,10408.0,1,4,10,0,1,20
1,2,1,2240,1,8,8446.0,27,3,5,55,19,15
2,0,5,175,4,8,13663.0,1,3,7,45,10,40
1,2,1,705,0,8,10671.0,15,5,20,30,8,15
0,0,2,170,4,8,3383.0,18,6,23,55,2,45
6,2,1,910,0,8,9021.0,9,5,10,20,1,30
6,2,1,615,0,8,14533.0,18,5,9,0,19,15
4,2,1,1000,1,5,11992.0,6,6,11,45,4,25
3,1,4,140,4,8,3597.0,12,5,13,15,15,35
3,0,2,165,4,8,4077.0,9,6,1,30,4,15
6,2,1,545,0,8,9646.0,12,6,7,5,16,10
8,3,0,140,4,8,3873.0,1,4,22,20,0,40
4,2,1,1430,1,8,15129.0,9,5,19,10,19,0
3,2,1,480,0,8,6104.0,9,6,17,30,1,30
4,2,1,1995,1,5,16022.0,6,3,19,10,4,25
4,0,5,885,0,5,10562.0,9,3,9,45,0,30
1,2,1,1640,0,8,10945.0,9,3,6,5,9,25
8,3,0,145,4,8,3873.0,27,5,9,0,11,25
4,4,3,90,4,5,1840.0,27,3,2,55,4,25
3,2,1,425,0,8,9585.0,3,3,4,55,12,0
4,4,3,90,4,5,3210.0,18,5,19,35,21,5
3,2,1,290,0,8,6147.0,9,5,15,10,20,0
4,3,0,395,0,5,7341.0,9,5,17,0,23,35
1,2,1,615,0,8,8372.0,21,5,9,0,19,15
6,2,1,690,0,8,10877.0,27,6,7,30,19,0
1,2,1,1275,1,8,10441.0,9,5,22,0,19,15
3,2,1,975,0,8,13611.0,6,3,4,45,21,0
4,0,5,1550,0,5,11087.0,9,3,8,55,10,45
4,2,1,1470,0,5,5963.0,27,3,19,15,19,45
3,1,4,140,4,8,3597.0,24,5,13,15,15,35
4,3,0,910,0,5,8529.0,12,6,18,55,10,5
6,2,1,845,0,8,10678.0,12,6,4,55,19,0
3,2,1,755,0,8,8285.0,27,3,8,25,21,0
4,2,1,620,0,8,18371.0,12,6,2,15,12,35
4,3,0,800,0,8,12692.0,6,6,20,25,9,45
3,0,2,165,4,8,4423.0,24,4,6,5,8,50
4,0,2,180,4,5,7229.0,9,6,19,50,22,50
3,0,5,170,4,8,6144.0,3,3,23,30,2,20
4,2,1,1300,1,5,10919.0,1,6,6,45,4,25
3,3,0,160,4,8,4148.0,27,3,21,25,0,5
8,0,5,170,4,7,3873.0,24,3,20,30,23,20
4,2,1,550,1,8,11702.0,21,3,9,40,18,50
3,2,1,505,0,8,14871.0,6,3,17,10,1,35
1,0,5,1705,1,8,11234.0,18,3,6,45,11,10
3,2,1,490,0,8,6938.0,6,6,14,20,22,30
3,2,1,750,0,8,6093.0,12,6,8,30,21,0
3,0,2,170,4,8,3943.0,15,5,10,10,13,0
4,4,3,90,4,8,8040.0,6,6,10,20,11,50
4,2,1,810,1,8,15129.0,9,5,23,5,12,35
8,1,4,140,4,8,3597.0,9,5,17,45,20,5
10,3,0,700,0,8,8610.0,6,5,7,10,18,50
4,3,0,395,0,8,13067.0,1,5,17,0,23,35
8,0,2,170,4,8,4991.0,9,5,9,30,12,20
8,3,0,315,0,8,4649.0,1,4,15,5,20,20
8,1,4,135,4,8,3597.0,18,5,8,20,10,35
4,2,1,660,0,5,12898.0,21,5,8,0,19,0
4,2,1,2245,1,5,9296.0,27,3,6,20,19,45
3,0,5,170,4,8,8855.0,3,3,16,55,19,45
4,2,1,1270,0,5,10262.0,6,6,21,50,19,0
3,0,2,165,4,8,3943.0,24,6,6,5,8,50
6,2,1,385,0,8,9001.0,3,6,12,50,19,15
6,2,1,910,0,8,7670.0,18,5,10,20,1,30
6,2,1,465,0,8,7530.0,3,6,17,45,1,30
3,3,0,295,0,8,8443.0,1,5,9,20,14,15
8,2,1,315,0,8,5351.0,1,4,6,5,11,20
10,2,1,190,4,8,6688.0,21,3,6,0,9,10
4,0,5,1355,0,5,11087.0,12,3,20,35,19,10
1,0,5,1815,1,8,7664.0,15,3,5,50,12,5
3,3,0,315,0,8,4775.0,15,4,15,15,20,30
2,3,0,155,4,8,3514.0,27,6,15,20,17,55
4,2,1,1300,1,8,13376.0,24,6,6,45,4,25
4,2,1,1705,1,8,14300.0,12,6,8,10,12,35
1,2,1,765,0,8,7480.0,27,6,20,40,9,25
3,4,3,90,4,8,2227.0,12,5,21,20,22,50
0,2,1,870,0,8,7452.0,18,5,7,55,22,25
0,3,0,155,4,8,4409.0,24,5,10,20,12,55
1,3,0,1555,1,8,4647.0,3,4,9,10,11,5
8,1,4,155,4,7,3332.0,21,3,9,30,12,5
1,2,1,555,0,8,6902.0,27,3,10,0,19,15
0,3,0,215,0,8,6857.0,6,6,19,55,23,30
4,2,1,550,0,5,12373.0,9,5,19,15,4,25
6,2,1,440,0,8,11789.0,15,6,11,40,19,0
1,2,1,865,1,8,13039.0,9,5,17,15,7,40
4,0,5,750,0,5,11087.0,12,3,22,55,11,25
10,3,0,1625,0,8,9345.0,18,5,20,20,23,25
8,4,3,90,4,7,1965.0,24,6,22,45,0,15
3,2,1,810,0,8,6093.0,3,6,7,30,21,0
4,3,0,800,0,5,11841.0,9,6,18,55,8,15
4,3,0,775,0,5,9663.0,9,5,21,10,10,5
4,2,1,1425,0,8,14714.0,6,6,19,15,19,0
4,3,0,1660,0,5,8529.0,12,6,18,55,22,35
3,2,1,275,0,8,5073.0,6,4,7,35,12,10
4,0,2,180,4,8,7229.0,24,4,7,10,10,10
1,2,1,555,0,8,9194.0,6,6,10,0,19,15
6,2,1,440,0,8,11789.0,12,6,11,40,19,0
8,4,3,90,4,8,2017.0,12,6,13,15,14,45
1,3,0,1320,1,8,15894.0,6,6,14,30,12,30
3,0,2,165,4,8,3419.0,9,5,1,30,4,15
4,2,1,1375,1,5,10368.0,9,6,5,30,4,25
3,2,1,290,0,8,6027.0,24,4,15,10,20,0
1,2,1,765,0,8,7480.0,18,5,20,40,9,25
8,3,0,520,0,8,7189.0,12,6,8,35,17,15
1,0,5,165,4,8,7276.0,15,3,10,0,12,45
4,2,1,1015,0,8,15764.0,6,3,11,30,4,25
4,2,1,550,0,8,14714.0,6,6,19,15,4,25
6,2,1,510,0,8,7888.0,21,5,17,0,1,30
4,2,1,1225,0,5,10262.0,6,6,8,0,4,25
4,2,1,505,1,5,15318.0,18,5,20,0,4,25
4,3,0,435,0,5,5608.0,1,5,10,20,17,35
4,3,0,590,0,8,12681.0,1,4,8,25,18,15
1,2,1,970,1,8,9417.0,6,3,17,15,9,25
6,2,1,835,0,8,17057.0,3,3,7,5,21,0
6,2,1,480,0,8,12537.0,27,3,13,0,21,0
1,2,1,1275,1,8,10651.0,27,5,22,0,19,15
10,2,1,190,4,8,6741.0,1,6,6,0,9,10
4,3,0,1595,0,5,10844.0,24,5,20,0,22,35
1,2,1,1730,1,8,13381.0,27,5,14,25,19,15
3,0,2,165,4,8,4423.0,6,4,6,5,8,50
4,4,3,90,4,8,5678.0,27,5,19,35,21,5
4,2,1,1620,1,5,12719.0,21,5,9,35,12,35
3,2,1,275,0,8,5054.0,1,6,7,35,12,10
1,2,1,1420,0,8,7480.0,24,5,9,45,9,25
1,0,2,165,4,8,6961.0,3,6,17,0,19,45
8,3,0,150,4,7,3841.0,24,4,17,10,19,40
3,0,2,180,4,8,3943.0,3,6,21,15,0,15
4,0,2,180,4,8,7229.0,3,5,8,20,11,20
8,0,2,170,4,7,4319.0,15,5,9,30,12,20
3,0,2,170,4,8,4423.0,24,4,13,0,15,50
4,2,1,335,0,8,16079.0,21,5,22,50,4,25
4,0,2,180,4,5,7754.0,21,6,19,50,22,50
1,2,1,1210,1,8,10467.0,1,6,13,15,9,25
4,2,1,1145,0,8,14714.0,3,6,17,30,12,35
1,3,0,1700,0,8,7452.0,1,5,16,45,21,5
1,2,1,1795,1,8,13276.0,21,5,13,20,19,15
1,0,5,1545,1,8,31783.0,1,3,8,50,10,35
1,1,4,135,4,8,4667.0,1,5,11,40,13,55
4,0,2,175,4,5,7229.0,15,6,15,15,18,10
4,2,1,1090,1,8,14237.0,15,6,18,25,12,35
6,2,1,535,0,8,8266.0,15,5,10,20,19,15
4,2,1,1140,1,8,13882.0,24,6,9,25,4,25
3,0,2,170,4,8,4823.0,6,5,20,0,22,50
0,0,2,170,4,8,4483.0,24,5,23,55,2,45
1,0,2,165,4,8,6961.0,12,6,6,10,8,55
4,3,0,910,0,5,9663.0,12,5,18,55,10,5
4,2,1,1760,1,8,16704.0,18,5,23,5,4,25
3,4,3,90,4,8,4049.0,12,5,9,10,10,40
8,1,4,135,4,7,3807.0,24,3,8,20,10,35
3,2,1,940,0,8,6442.0,9,6,6,50,22,30
4,0,5,1480,0,5,7832.0,15,3,7,0,7,40
3,2,1,835,0,8,6442.0,24,6,8,35,22,30
3,0,2,170,4,8,4823.0,21,4,20,0,22,50
4,0,5,1400,0,8,13555.0,6,3,5,45,5,5
2,2,1,540,0,8,5135.0,6,4,10,35,19,35
0,0,2,170,4,8,3383.0,15,5,23,55,2,45
2,2,1,370,0,8,5842.0,15,6,7,25,13,35
4,2,1,900,1,8,16704.0,18,5,13,25,4,25
1,3,0,905,0,8,8366.0,1,5,16,50,7,55
8,4,3,90,4,7,1965.0,9,5,5,45,7,15
8,3,0,150,4,8,3873.0,6,6,17,10,19,40
4,0,5,740,0,8,27992.0,1,3,8,0,20,20
6,2,1,460,0,8,10678.0,6,6,4,55,12,35
1,0,5,865,0,8,6824.0,21,3,8,50,23,15
1,2,1,2295,1,8,9443.0,12,6,5,0,19,15
6,2,1,730,0,8,13378.0,21,3,7,5,19,15
3,0,2,170,4,8,3943.0,1,5,4,0,6,50
3,2,1,575,0,8,7191.0,18,5,11,25,21,0
8,0,2,160,4,8,3625.0,27,6,5,55,8,35
2,2,1,370,0,8,6841.0,27,5,7,25,13,35
4,3,0,390,0,5,11134.0,24,3,16,55,23,25
4,3,0,1550,0,8,14571.0,6,6,18,55,20,45
1,0,5,1825,2,8,12346.0,1,3,5,50,12,15
4,0,2,180,4,5,4544.0,21,4,17,45,20,45
4,2,1,830,1,8,13376.0,9,6,14,35,4,25
4,0,5,1050,0,5,11087.0,12,3,18,55,12,25
8,3,0,150,4,8,5515.0,3,3,9,0,11,30
3,3,0,155,4,8,4804.0,27,6,4,40,7,15
3,1,4,140,4,8,3597.0,12,6,13,15,15,35
6,2,1,795,0,8,15353.0,6,3,6,0,19,15
4,3,0,590,0,5,9899.0,12,6,6,30,16,20
3,0,5,175,4,8,7303.0,24,3,18,25,21,20
4,0,5,745,0,8,13817.0,12,3,8,55,21,20
4,2,1,1475,1,8,19329.0,6,3,19,10,19,45
4,2,1,330,0,8,16289.0,12,6,7,5,12,35
4,3,0,910,0,5,9663.0,15,5,18,55,10,5
1,2,1,1420,1,8,10975.0,3,6,9,45,9,25
0,3,0,155,4,8,4384.0,18,3,10,20,12,55
4,2,1,600,0,8,14714.0,12,6,9,0,19,0
4,2,1,830,1,5,10919.0,12,6,14,35,4,25
4,3,0,875,0,8,14388.0,21,5,14,5,4,40
6,2,1,455,0,8,10877.0,15,6,11,25,19,0
4,2,1,810,1,8,15129.0,9,5,23,5,12,35
3,2,1,810,0,8,7191.0,6,5,7,30,21,0
2,3,0,495,0,8,6686.0,1,5,23,30,7,45
6,2,1,760,0,8,7530.0,3,6,12,50,1,30
3,2,1,895,0,8,6442.0,15,6,7,35,22,30
4,2,1,1655,0,5,10262.0,27,6,9,0,12,35
4,0,5,875,0,8,13817.0,12,3,18,55,9,30
4,3,0,570,0,8,13626.0,12,6,14,5,23,35
4,3,0,910,0,8,14388.0,12,5,18,55,10,5
3,3,0,155,4,8,4804.0,27,4,4,40,7,15
3,2,1,185,4,8,5406.0,21,3,14,30,17,35
8,2,1,295,0,8,4611.0,3,4,17,55,22,50
3,3,0,290,0,8,5069.0,9,6,8,10,13,0
2,0,2,175,4,8,3898.0,6,6,7,45,10,40
3,4,3,90,4,8,2754.0,6,6,12,0,13,30
6,2,1,630,0,5,6943.0,27,5,15,0,1,30
4,3,0,750,0,8,14781.0,18,5,5,45,18,15
4,2,1,360,0,8,16079.0,21,5,13,0,19,0
3,0,5,170,4,8,8033.0,15,3,16,55,19,45
3,0,5,175,4,8,6860.0,9,3,18,25,21,20
6,2,1,455,0,8,6953.0,27,3,11,40,19,15
3,0,2,175,4,8,4823.0,12,5,7,10,10,5
3,3,0,155,4,8,4174.0,9,4,4,40,7,15
4,2,1,1775,1,8,12819.0,27,6,13,25,19,0
4,3,0,450,0,5,9663.0,15,5,21,10,4,40
8,3,0,155,4,7,3841.0,3,5,6,55,9,30
3,2,1,195,4,8,5000.0,27,6,5,35,8,50
1,0,5,980,1,4,13366.0,1,3,5,50,22,10
10,4,3,1130,0,8,12395.0,6,3,21,55,16,45
1,3,0,1700,0,8,7452.0,15,5,16,45,21,5
4,2,1,1395,0,8,15554.0,18,5,19,45,19,0
4,3,0,1325,0,8,13067.0,6,5,17,0,15,5
3,3,0,155,4,8,6565.0,1,3,15,10,17,45
8,4,3,90,4,7,1965.0,24,5,5,45,7,15
8,1,4,155,4,7,3332.0,27,3,9,30,12,5
3,0,5,285,0,8,6208.0,21,3,5,25,10,10
1,0,5,1730,0,8,11161.0,18,3,13,50,18,40
1,3,0,1665,1,8,12224.0,12,6,10,0,13,45
4,3,0,1025,0,5,9663.0,1,5,18,55,12,0
4,0,5,380,0,8,12284.0,18,3,8,55,15,15
1,2,1,965,0,8,7480.0,27,5,17,20,9,25
4,2,1,550,0,8,17024.0,6,3,19,15,4,25
4,3,0,1365,0,8,14151.0,6,6,20,25,19,10
3,3,0,155,4,8,4804.0,21,6,17,15,19,50
3,2,1,300,0,8,6069.0,18,5,16,0,21,0
10,0,5,915,0,8,6065.0,21,3,6,40,21,55
4,3,0,800,0,8,14151.0,18,5,20,25,9,45
4,3,0,1025,0,8,14231.0,24,3,18,55,12,0
10,4,3,1065,0,8,12395.0,6,3,15,40,9,25
3,2,1,325,0,8,5636.0,24,4,2,0,7,25
1,2,1,320,0,8,5232.0,6,4,17,40,23,0
4,2,1,865,0,8,14714.0,1,6,14,0,4,25
3,1,4,140,4,8,3850.0,6,5,7,55,10,15
1,2,1,955,0,8,7258.0,27,5,17,40,9,35
4,0,5,1375,0,8,17471.0,6,3,21,25,20,20
8,0,2,175,4,8,4423.0,9,5,21,10,0,5
3,4,3,90,4,8,2227.0,18,6,21,20,22,50
6,2,1,930,0,8,13377.0,24,6,10,0,1,30
4,0,2,180,4,8,8016.0,12,6,8,20,11,20
1,0,5,1560,0,8,5626.0,9,3,6,50,8,50
3,0,5,170,4,8,6860.0,21,3,16,55,19,45
3,2,1,415,0,8,6628.0,1,6,18,35,1,30
4,2,1,1415,0,5,11627.0,6,6,13,0,12,35
8,3,0,150,4,8,4174.0,9,6,17,10,19,40
4,2,1,610,0,8,14714.0,1,6,18,15,4,25
4,3,0,690,0,8,14151.0,12,5,9,35,21,5
4,2,1,1620,0,5,12898.0,27,5,16,0,19,0
4,2,1,395,0,5,12373.0,18,5,21,50,4,25
3,0,2,170,4,8,3943.0,18,6,10,10,13,0
0,3,0,500,1,8,7870.0,9,6,15,10,23,30
4,0,2,185,4,8,8016.0,18,6,18,55,22,0
1,2,1,1220,1,8,10975.0,15,5,13,5,9,25
3,1,4,140,4,8,3850.0,27,5,7,55,10,15
3,3,0,165,4,8,4804.0,18,6,20,25,23,10
4,2,1,455,0,8,15554.0,9,3,20,50,4,25
8,3,0,160,4,8,4465.0,18,3,6,55,9,35
4,3,0,775,0,5,11841.0,9,6,21,10,10,5
6,2,1,675,0,8,19332.0,9,3,8,0,19,15
8,3,0,150,4,7,3841.0,21,6,17,10,19,40
3,0,2,170,4,8,4591.0,12,4,10,10,13,0
3,3,0,290,0,8,5192.0,24,5,15,15,20,5
4,2,1,1100,0,5,10577.0,9,6,18,15,12,35
4,2,1,535,1,8,15129.0,18,5,19,30,4,25
6,2,1,780,0,8,11789.0,6,6,6,0,19,0
1,2,1,640,0,8,8372.0,15,6,21,0,7,40
6,2,1,795,0,8,8266.0,9,5,6,0,19,15
4,3,0,800,0,8,14781.0,6,5,6,30,19,50
10,0,2,155,4,8,5613.0,21,4,17,0,19,35
4,0,2,175,4,8,7229.0,24,4,15,15,18,10
3,2,1,750,0,8,6093.0,24,6,8,30,21,0
4,2,1,425,1,5,15544.0,21,5,5,30,12,35
2,2,1,370,0,8,6296.0,18,5,7,25,13,35
3,3,0,165,4,8,4804.0,27,4,9,35,12,20
0,0,5,170,4,8,4284.0,18,3,5,50,8,40
3,2,1,885,0,8,6558.0,21,3,7,35,22,20
3,2,1,345,0,8,5775.0,24,6,21,50,3,35
8,1,4,135,4,7,3543.0,21,6,8,20,10,35
4,2,1,535,0,8,17024.0,6,3,9,55,18,50
4,4,3,85,4,5,4050.0,9,6,7,5,8,30
1,4,3,1995,1,8,14219.0,6,3,6,0,15,15
4,0,5,405,0,8,26890.0,1,3,11,40,18,25
1,2,1,1410,1,8,9653.0,15,6,19,45,19,15
3,0,2,165,4,8,3943.0,21,6,6,5,8,50
4,3,0,1575,0,5,10844.0,18,5,14,5,16,20
4,3,0,450,0,5,8849.0,1,4,21,10,4,40
3,4,3,90,4,8,2754.0,12,6,1,40,3,10
1,2,1,2185,1,8,10756.0,21,3,6,50,19,15
4,3,0,1685,0,8,14151.0,21,5,17,0,21,5
4,3,0,740,0,5,9899.0,12,6,8,25,20,45
4,2,1,385,0,8,12242.0,21,3,22,0,4,25
4,2,1,1025,1,5,10368.0,9,6,19,30,12,35
3,4,3,90,4,8,5755.0,24,5,9,10,10,40
4,2,1,610,0,5,10262.0,15,6,18,15,4,25
8,3,0,520,0,8,6643.0,6,6,8,35,17,15
7,2,1,810,0,8,9845.0,21,3,7,30,21,0
4,3,0,1025,0,5,11134.0,24,3,18,55,12,0
8,2,1,315,0,8,5583.0,1,6,6,5,11,20
3,2,1,300,0,8,6069.0,15,5,16,0,21,0
4,0,5,875,0,8,13817.0,12,3,5,45,20,20
1,2,1,2295,1,8,10283.0,6,3,5,0,19,15
1,3,0,675,0,8,7795.0,24,3,9,50,21,5
6,2,1,440,0,5,13977.0,9,3,0,20,7,40
4,2,1,1300,1,5,10919.0,1,6,6,45,4,25
3,3,0,160,4,8,6038.0,3,3,20,25,23,5
3,2,1,195,4,8,5601.0,21,5,5,35,8,50
3,2,1,810,0,8,12351.0,9,3,7,30,21,0
1,2,1,170,4,8,6094.0,15,4,5,10,8,0
6,2,1,520,0,8,7575.0,15,5,10,35,19,15
4,2,1,395,0,8,16079.0,27,5,21,50,4,25
4,2,1,1425,0,5,10262.0,15,6,19,15,19,0
0,2,1,340,0,8,13470.0,9,6,16,45,22,25
4,0,2,175,4,8,8016.0,27,6,11,10,14,5
4,2,1,1475,0,8,16289.0,9,3,18,15,18,50
4,2,1,520,0,5,10262.0,6,6,19,45,4,25
3,0,2,175,4,8,4823.0,27,6,18,25,21,20
10,0,2,170,4,8,5403.0,9,4,9,45,12,35
4,2,1,1530,0,5,12373.0,18,5,17,30,19,0
8,4,3,495,0,8,13552.0,6,3,14,10,22,25
4,3,0,740,0,5,10844.0,9,5,8,25,20,45
1,4,3,845,1,8,22619.0,6,3,9,40,23,45
6,2,1,520,0,8,8625.0,27,5,10,35,19,15
3,0,5,165,4,8,4777.0,24,3,6,0,8,45
3,2,1,195,4,8,5000.0,21,6,5,35,8,50
4,2,1,1475,1,8,21954.0,6,3,19,10,19,45
4,2,1,1015,0,5,11627.0,3,6,11,30,4,25
4,3,0,875,0,8,13731.0,24,5,14,5,4,40
3,0,2,170,4,8,3943.0,3,4,22,10,1,0
4,0,5,845,0,5,6992.0,21,3,8,55,23,0
4,3,0,585,0,8,13941.0,6,5,18,55,4,40
4,2,1,660,0,8,14924.0,12,6,8,0,19,0
4,2,1,620,0,8,18371.0,27,6,2,15,12,35
3,1,4,140,4,8,7295.0,3,3,19,35,21,55
1,0,5,1420,0,8,9292.0,9,3,17,0,16,40
4,3,0,735,0,8,13941.0,1,5,20,0,8,15
3,3,0,335,0,8,4150.0,24,3,4,15,9,50
4,3,0,1655,0,8,12681.0,1,4,20,0,23,35
3,2,1,195,4,8,5601.0,3,6,5,35,8,50
1,3,0,1385,1,8,14960.0,21,5,9,50,8,55
6,2,1,570,0,8,13377.0,6,6,16,0,1,30
3,4,3,85,4,8,3342.0,21,3,12,0,13,25
4,0,2,175,4,8,8016.0,6,6,11,10,14,5
4,0,5,1035,0,8,16736.0,6,3,5,45,23,0
4,3,0,1350,0,5,10031.0,24,3,21,10,19,40
1,2,1,705,0,8,7258.0,21,4,20,30,8,15
4,0,2,165,4,5,4030.0,15,5,6,0,8,45
1,2,1,1730,1,8,13381.0,24,6,14,25,19,15
4,2,1,1760,1,8,16704.0,24,5,23,5,4,25
6,2,1,720,0,8,13587.0,24,6,9,0,21,0
4,4,3,85,4,8,5678.0,24,5,2,55,4,20
4,3,0,1610,0,5,7064.0,1,4,6,30,9,20
3,4,3,90,4,8,2754.0,3,6,1,40,3,10
10,0,2,170,4,8,4668.0,1,5,9,45,12,35
0,3,0,150,4,8,4107.0,21,6,19,55,22,25
3,2,1,965,0,8,5894.0,12,6,4,55,21,0
4,2,1,655,0,5,10262.0,6,6,17,30,4,25
4,3,0,945,0,8,13941.0,9,5,16,30,8,15
0,2,1,865,0,8,6451.0,27,4,16,45,7,10
1,2,1,1420,1,8,10975.0,27,6,9,45,9,25
1,2,1,1180,1,8,14746.0,6,3,12,0,7,40
0,2,1,625,0,8,11410.0,6,6,20,45,7,10
